restaurant name,rating,content,label,content_clean,Tokenized,predicted_subjectivity
Siam Square Mookata - Best Mookata Restaurant in Singapore,5,"Tasty soup, affordable price, nice ambiance, meat are well marinated and it's flavorful... It's a nice place to connect with friends and families with sumptuous food.",1.0,Tasty soup affordable price nice meat are well marinated and it flavorful Its a nice place to connect with friend and family with sumptuous food,"[[('Tasty', 'NNP'), ('soup', 'NN'), ('affordable', 'JJ'), ('price', 'NN'), ('nice', 'JJ'), ('meat', 'NN'), ('are', 'VBP'), ('well', 'RB'), ('marinated', 'VBN'), ('and', 'CC'), ('it', 'PRP'), ('flavorful', 'VBD'), ('Its', 'PRP$'), ('a', 'DT'), ('nice', 'JJ'), ('place', 'NN'), ('to', 'TO'), ('connect', 'VB'), ('with', 'IN'), ('friend', 'NN'), ('and', 'CC'), ('family', 'NN'), ('with', 'IN'), ('sumptuous', 'JJ'), ('food', 'NN')]]",1.0
D'Rubinah Eating Place Pte Ltd,5,Weekly breakfast place with the family. Prata is nice and crispy. Have to go early for seats,1.0,Weekly breakfast place with the family is nice and crispy Have to go early for seat,"[[('Weekly', 'JJ'), ('breakfast', 'NN'), ('place', 'NN'), ('with', 'IN'), ('the', 'DT'), ('family', 'NN'), ('is', 'VBZ'), ('nice', 'JJ'), ('and', 'CC'), ('crispy', 'NNS'), ('Have', 'VBP'), ('to', 'TO'), ('go', 'VB'), ('early', 'JJ'), ('for', 'IN'), ('seat', 'NN')]]",0.65
Warung Kampung Novena,5,"Love the chicken rendang and perkedel, will definitely come back to try other dishes.",1.0,Love the chicken and will definitely come back to try other dish,"[[('Love', 'VB'), ('the', 'DT'), ('chicken', 'NN'), ('and', 'CC'), ('will', 'MD'), ('definitely', 'RB'), ('come', 'VB'), ('back', 'RB'), ('to', 'TO'), ('try', 'VB'), ('other', 'JJ'), ('dish', 'JJ')]]",0.485
Uno Beef House,5,"Been eating at Uno for years. They were previously at a different location and I thought they closed down but nope, they reopened near CHIJ Toa Payoh!

Everything is delicious on their menu!",1.0,Been eating at for year They were previously at a different location and I thought they closed down but nope they near Toa Everything is delicious on their menu,"[[('Been', 'JJ'), ('eating', 'VBG'), ('at', 'IN'), ('for', 'IN'), ('year', 'NN'), ('They', 'PRP'), ('were', 'VBD'), ('previously', 'RB'), ('at', 'IN'), ('a', 'DT'), ('different', 'JJ'), ('location', 'NN'), ('and', 'CC'), ('I', 'PRP'), ('thought', 'VBD'), ('they', 'PRP'), ('closed', 'VBD'), ('down', 'RB'), ('but', 'CC'), ('nope', 'VBP'), ('they', 'PRP'), ('near', 'IN'), ('Toa', 'NNP'), ('Everything', 'NNP'), ('is', 'VBZ'), ('delicious', 'JJ'), ('on', 'IN'), ('their', 'PRP$'), ('menu', 'NN')]]",0.47777777777777775
Al Mubin Restaurant - Ang Mo Kio,1,Standard really change since they changed staff. Waited for 10 minutes for someone to serve me.,0.0,Standard really change since they staff for 10 minute for someone to serve me,"[[('Standard', 'NNP'), ('really', 'RB'), ('change', 'VBP'), ('since', 'IN'), ('they', 'PRP'), ('staff', 'NN'), ('for', 'IN'), ('10', 'CD'), ('minute', 'NN'), ('for', 'IN'), ('someone', 'NN'), ('to', 'TO'), ('serve', 'VB'), ('me', 'PRP')]]",0.1
Phoenix Indian Restaurant,4,"Had first visited Phoenix at the original location on a few occasions in Bukit Panjang near Phoenix LRT (hence the name?). The homely atmosphere coupled with the personal service from the owners made it a regular 'go to' restaurant. And of course the food, which is why we keep coming back.

Was happy that they moved to a location inside Science Centre, easier accessibility and quicker drive from home! They've got a bigger space now in a more cordial setting, as opposed to the 'industrial feel' location they were in earlier.

The food doesn't disappoint and spice levels were just about nice on the curries we ordered. Not too overpowering and extremely pleasant on the taste buds. Doesn't give you that heavy masala-ish feeling that makes you feel bloated and heavy. So it was very light on the spices which can pull you through a post-lunch meeting without nodding off!

Service was a tad disappointing, probably new staff that needed a bit of training? The lady owner was around and of course very friendly and hospitable as before. But service in general needed some improvement.

The new ambience is nice and a welcome change from the smaller space they had earlier. They also have an extended dining space to cater for a larger crowd, especially on weekends.

Must try item - Bhuna Gosht!",1.0,Had first Phoenix at the original location on a few occasion in near Phoenix hence the name The homely atmosphere coupled with the personal service from the owner made it a regular go to restaurant And of course the food which is why we keep coming back Was happy that they to a location inside Science easier accessibility and drive from home got a bigger space now in a more cordial setting a opposed to the industrial feel location they were in The food doesnt disappoint and spice level were just about nice on the curry we ordered Not too overpowering and extremely pleasant on the taste bud Doesnt give you that heavy feeling that make you feel bloated and heavy So it wa very light on the spice which can pull you through a meeting without nodding off Service wa a tad disappointing probably new staff that a bit of training The lady owner wa around and of course very friendly and hospitable a before But service in general some improvement The new ambience is nice and a welcome change from the smaller space they had They also have an extended dining space to cater for a crowd especially on weekend Must try item,"[[('Had', 'NNP'), ('first', 'JJ'), ('Phoenix', 'NNP'), ('at', 'IN'), ('the', 'DT'), ('original', 'JJ'), ('location', 'NN'), ('on', 'IN'), ('a', 'DT'), ('few', 'JJ'), ('occasion', 'NN'), ('in', 'IN'), ('near', 'JJ'), ('Phoenix', 'NNP'), ('hence', 'NN'), ('the', 'DT'), ('name', 'NN'), ('The', 'DT'), ('homely', 'RB'), ('atmosphere', 'JJ'), ('coupled', 'VBN'), ('with', 'IN'), ('the', 'DT'), ('personal', 'JJ'), ('service', 'NN'), ('from', 'IN'), ('the', 'DT'), ('owner', 'NN'), ('made', 'VBD'), ('it', 'PRP'), ('a', 'DT'), ('regular', 'JJ'), ('go', 'NN'), ('to', 'TO'), ('restaurant', 'VB'), ('And', 'CC'), ('of', 'IN'), ('course', 'NN'), ('the', 'DT'), ('food', 'NN'), ('which', 'WDT'), ('is', 'VBZ'), ('why', 'WRB'), ('we', 'PRP'), ('keep', 'VBP'), ('coming', 'VBG'), ('back', 'RB'), ('Was', 'NNP'), ('happy', 'JJ'), ('that', 'IN'), ('they', 'PRP'), ('to', 'TO'), ('a', 'DT'), ('location', 'NN'), ('inside', 'IN'), ('Science', 'NNP'), ('easier', 'JJR'), ('accessibility', 'NN'), ('and', 'CC'), ('drive', 'NN'), ('from', 'IN'), ('home', 'NN'), ('got', 'VBD'), ('a', 'DT'), ('bigger', 'JJR'), ('space', 'NN'), ('now', 'RB'), ('in', 'IN'), ('a', 'DT'), ('more', 'RBR'), ('cordial', 'JJ'), ('setting', 'VBG'), ('a', 'DT'), ('opposed', 'VBN'), ('to', 'TO'), ('the', 'DT'), ('industrial', 'JJ'), ('feel', 'NN'), ('location', 'NN'), ('they', 'PRP'), ('were', 'VBD'), ('in', 'IN'), ('The', 'DT'), ('food', 'NN'), ('doesnt', 'NN'), ('disappoint', 'NN'), ('and', 'CC'), ('spice', 'JJ'), ('level', 'NN'), ('were', 'VBD'), ('just', 'RB'), ('about', 'RB'), ('nice', 'JJ'), ('on', 'IN'), ('the', 'DT'), ('curry', 'NN'), ('we', 'PRP'), ('ordered', 'VBD'), ('Not', 'RB'), ('too', 'RB'), ('overpowering', 'JJ'), ('and', 'CC'), ('extremely', 'RB'), ('pleasant', 'JJ'), ('on', 'IN'), ('the', 'DT'), ('taste', 'NN'), ('bud', 'NN'), ('Doesnt', 'NNP'), ('give', 'VB'), ('you', 'PRP'), ('that', 'IN'), ('heavy', 'JJ'), ('feeling', 'NN'), ('that', 'WDT'), ('make', 'VBP'), ('you', 'PRP'), ('feel', 'VB'), ('bloated', 'VBN'), ('and', 'CC'), ('heavy', 'JJ'), ('So', 'IN'), ('it', 'PRP'), ('wa', 'JJ'), ('very', 'RB'), ('light', 'JJ'), ('on', 'IN'), ('the', 'DT'), ('spice', 'NN'), ('which', 'WDT'), ('can', 'MD'), ('pull', 'VB'), ('you', 'PRP'), ('through', 'IN'), ('a', 'DT'), ('meeting', 'NN'), ('without', 'IN'), ('nodding', 'VBG'), ('off', 'RP'), ('Service', 'NNP'), ('wa', 'VBD'), ('a', 'DT'), ('tad', 'NN'), ('disappointing', 'VBG'), ('probably', 'RB'), ('new', 'JJ'), ('staff', 'NN'), ('that', 'IN'), ('a', 'DT'), ('bit', 'NN'), ('of', 'IN'), ('training', 'VBG'), ('The', 'DT'), ('lady', 'NN'), ('owner', 'NN'), ('wa', 'VBP'), ('around', 'IN'), ('and', 'CC'), ('of', 'IN'), ('course', 'NN'), ('very', 'RB'), ('friendly', 'JJ'), ('and', 'CC'), ('hospitable', 'JJ'), ('a', 'DT'), ('before', 'RB'), ('But', 'CC'), ('service', 'NN'), ('in', 'IN'), ('general', 'JJ'), ('some', 'DT'), ('improvement', 'NN'), ('The', 'DT'), ('new', 'JJ'), ('ambience', 'NN'), ('is', 'VBZ'), ('nice', 'JJ'), ('and', 'CC'), ('a', 'DT'), ('welcome', 'JJ'), ('change', 'NN'), ('from', 'IN'), ('the', 'DT'), ('smaller', 'JJR'), ('space', 'NN'), ('they', 'PRP'), ('had', 'VBD'), ('They', 'PRP'), ('also', 'RB'), ('have', 'VBP'), ('an', 'DT'), ('extended', 'JJ'), ('dining', 'NN'), ('space', 'NN'), ('to', 'TO'), ('cater', 'VB'), ('for', 'IN'), ('a', 'DT'), ('crowd', 'NN'), ('especially', 'RB'), ('on', 'IN'), ('weekend', 'NN'), ('Must', 'NNP'), ('try', 'VB'), ('item', 'NN')]]",0.5831672494172495
Yakiniku-GO @ Jurong Point,4,Flameless technology and its smokeless! Rest assured that you won’t smelt badly for a meal of bbq. Meat cut is good!,1.0,Flameless technology and it smokeless Rest assured that you won  ’ t smelt badly for a meal of Meat cut is good,"[[('Flameless', 'NNP'), ('technology', 'NN'), ('and', 'CC'), ('it', 'PRP'), ('smokeless', 'RB'), ('Rest', 'NNP'), ('assured', 'VBD'), ('that', 'IN'), ('you', 'PRP'), ('won', 'VBD'), ('’', 'NNP'), ('t', 'NN'), ('smelt', 'VBD'), ('badly', 'RB'), ('for', 'IN'), ('a', 'DT'), ('meal', 'NN'), ('of', 'IN'), ('Meat', 'NNP'), ('cut', 'NN'), ('is', 'VBZ'), ('good', 'JJ')]]",0.6333333333333333
Shanghai Tan Pan Fried Bun,3,"Went before 12pm and was able to get a table.

The Shanghaiese pan-fried buns looks, taste amazing, although I think there is just too much dough.

Same for the xiaolong baos.",1.0,Went before 12pm and wa able to get a table The bun look taste amazing although I think there is just too much dough Same for the,"[[('Went', 'NN'), ('before', 'IN'), ('12pm', 'CD'), ('and', 'CC'), ('wa', 'VB'), ('able', 'JJ'), ('to', 'TO'), ('get', 'VB'), ('a', 'DT'), ('table', 'NN'), ('The', 'DT'), ('bun', 'NN'), ('look', 'NN'), ('taste', 'NN'), ('amazing', 'VBG'), ('although', 'IN'), ('I', 'PRP'), ('think', 'VBP'), ('there', 'EX'), ('is', 'VBZ'), ('just', 'RB'), ('too', 'RB'), ('much', 'JJ'), ('dough', 'IN'), ('Same', 'NNP'), ('for', 'IN'), ('the', 'DT')]]",0.46249999999999997
The Soup Spoon Union,5,Deceptively cheap cause of promo,0.0,Deceptively cheap cause of,"[[('Deceptively', 'RB'), ('cheap', 'JJ'), ('cause', 'NN'), ('of', 'IN')]]",0.7
Rasa Sayang Western Food,4,"Taste of memory, for those who visited the stall when it located at Amk S11 Beside Jubilee Sq.",2.0,Taste of memory for those who the stall when it at S11 Beside Jubilee,"[[('Taste', 'NN'), ('of', 'IN'), ('memory', 'NN'), ('for', 'IN'), ('those', 'DT'), ('who', 'WP'), ('the', 'DT'), ('stall', 'NN'), ('when', 'WRB'), ('it', 'PRP'), ('at', 'IN'), ('S11', 'NNP'), ('Beside', 'NNP'), ('Jubilee', 'NNP')]]",0.0
Al Fatthah Food Expo Restaurant Indian Muslim Food Thai Muslim Seafood,1,"Incident on 05 Feb 2022 @ around 00:20hrs at their Yishun Junction 9 outlet. Extremely bad hygiene.. Waiter cum kitchen helper took the cardboard as mat on the floor and after discarding it outside, not only did he not washed his hands, he immediately served the food to the customer even when the outlet was not crowded and the worst part was that he literally didn't even washed his hands again after cleaning his mucus, he continued to serve his customers with their food. Not even worth to patronize the outlet ever again despite I was their regular customer before.",0.0,Incident on 05 2022 around 0020hrs at their Junction 9 outlet Extremely bad hygiene Waiter cum kitchen helper took the cardboard a mat on the floor and after it outside not only did he not washed his hand he immediately the food to the customer even when the outlet wa not crowded and the worst part wa that he literally didnt even washed his hand again after cleaning his mucus he continued to serve his customer with their food Not even worth to patronize the outlet ever again despite I wa their regular customer before,"[[('Incident', 'NN'), ('on', 'IN'), ('05', 'CD'), ('2022', 'CD'), ('around', 'IN'), ('0020hrs', 'CD'), ('at', 'IN'), ('their', 'PRP$'), ('Junction', 'NN'), ('9', 'CD'), ('outlet', 'NN'), ('Extremely', 'RB'), ('bad', 'JJ'), ('hygiene', 'NN'), ('Waiter', 'NNP'), ('cum', 'NN'), ('kitchen', 'NN'), ('helper', 'NN'), ('took', 'VBD'), ('the', 'DT'), ('cardboard', 'NN'), ('a', 'DT'), ('mat', 'NN'), ('on', 'IN'), ('the', 'DT'), ('floor', 'NN'), ('and', 'CC'), ('after', 'IN'), ('it', 'PRP'), ('outside', 'IN'), ('not', 'RB'), ('only', 'RB'), ('did', 'VBD'), ('he', 'PRP'), ('not', 'RB'), ('washed', 'VBD'), ('his', 'PRP$'), ('hand', 'NN'), ('he', 'PRP'), ('immediately', 'RB'), ('the', 'DT'), ('food', 'NN'), ('to', 'TO'), ('the', 'DT'), ('customer', 'NN'), ('even', 'RB'), ('when', 'WRB'), ('the', 'DT'), ('outlet', 'NN'), ('wa', 'NN'), ('not', 'RB'), ('crowded', 'VBN'), ('and', 'CC'), ('the', 'DT'), ('worst', 'JJS'), ('part', 'NN'), ('wa', 'NN'), ('that', 'IN'), ('he', 'PRP'), ('literally', 'RB'), ('didnt', 'VBD'), ('even', 'RB'), ('washed', 'VBN'), ('his', 'PRP$'), ('hand', 'NN'), ('again', 'RB'), ('after', 'IN'), ('cleaning', 'VBG'), ('his', 'PRP$'), ('mucus', 'NN'), ('he', 'PRP'), ('continued', 'VBD'), ('to', 'TO'), ('serve', 'VB'), ('his', 'PRP$'), ('customer', 'NN'), ('with', 'IN'), ('their', 'PRP$'), ('food', 'NN'), ('Not', 'RB'), ('even', 'RB'), ('worth', 'JJ'), ('to', 'TO'), ('patronize', 'VB'), ('the', 'DT'), ('outlet', 'NN'), ('ever', 'RB'), ('again', 'RB'), ('despite', 'IN'), ('I', 'PRP'), ('wa', 'VBP'), ('their', 'PRP$'), ('regular', 'JJ'), ('customer', 'NN'), ('before', 'IN')]]",0.48226495726495733
Wee Nam Kee Hainanese Chicken Rice Restaurant,5,"Favorite chicken rice place in SG. Quality has lowered slightly since they sold to Jumbo and moved from their original location nearby but still good. The roast chicken, rice and sambal is still good",1.0,Favorite chicken rice place in Quality ha slightly since they sold to Jumbo and from their original location nearby but still good The roast chicken rice and sambal is still good,"[[('Favorite', 'NNP'), ('chicken', 'NN'), ('rice', 'NN'), ('place', 'NN'), ('in', 'IN'), ('Quality', 'NNP'), ('ha', 'VBP'), ('slightly', 'RB'), ('since', 'IN'), ('they', 'PRP'), ('sold', 'VBD'), ('to', 'TO'), ('Jumbo', 'NNP'), ('and', 'CC'), ('from', 'IN'), ('their', 'PRP$'), ('original', 'JJ'), ('location', 'NN'), ('nearby', 'RB'), ('but', 'CC'), ('still', 'RB'), ('good', 'JJ'), ('The', 'DT'), ('roast', 'NN'), ('chicken', 'NN'), ('rice', 'NN'), ('and', 'CC'), ('sambal', 'NN'), ('is', 'VBZ'), ('still', 'RB'), ('good', 'JJ')]]",0.7166666666666668
Tims Restaurant & Cafe,4,"Nice, cosy and casual neighbourhood restaurant. Like their lamb shank and oxtail. They also have some nice Nepalese dishes.",1.0,Nice cosy and casual restaurant Like their lamb shank and oxtail They also have some nice dish,"[[('Nice', 'NNP'), ('cosy', 'NN'), ('and', 'CC'), ('casual', 'JJ'), ('restaurant', 'NN'), ('Like', 'IN'), ('their', 'PRP$'), ('lamb', 'NN'), ('shank', 'NN'), ('and', 'CC'), ('oxtail', 'NN'), ('They', 'PRP'), ('also', 'RB'), ('have', 'VBP'), ('some', 'DT'), ('nice', 'JJ'), ('dish', 'NN')]]",0.9555555555555556
The Sandwich Guys - NTU,3,"Must try the ""Porker"" burger ala carte is $6 per serving a bit ex",1.0,Must try the Porker ala carte is 6 per serving a bit ex,"[[('Must', 'NNP'), ('try', 'VB'), ('the', 'DT'), ('Porker', 'NNP'), ('ala', 'NN'), ('carte', 'NN'), ('is', 'VBZ'), ('6', 'CD'), ('per', 'IN'), ('serving', 'VBG'), ('a', 'DT'), ('bit', 'NN'), ('ex', 'JJ')]]",0.0
Lee Kwang Kee Teochew Cuisine,3,"Decent food at an appropriate price, was surprised to find out that they are opened 24 hours. Tried their fish head hot pot, braised duck (my fave from them) and others, though to be fair, the dishes were a little too salty for my taste.",1.0,Decent food at an appropriate price wa to find out that they are 24 hour Tried their fish head hot pot duck my from them and though to be fair the dish were a little too salty for my taste,"[[('Decent', 'JJ'), ('food', 'NN'), ('at', 'IN'), ('an', 'DT'), ('appropriate', 'JJ'), ('price', 'NN'), ('wa', 'NN'), ('to', 'TO'), ('find', 'VB'), ('out', 'RP'), ('that', 'IN'), ('they', 'PRP'), ('are', 'VBP'), ('24', 'CD'), ('hour', 'NN'), ('Tried', 'VBD'), ('their', 'PRP$'), ('fish', 'JJ'), ('head', 'NN'), ('hot', 'JJ'), ('pot', 'NN'), ('duck', 'NN'), ('my', 'PRP$'), ('from', 'IN'), ('them', 'PRP'), ('and', 'CC'), ('though', 'IN'), ('to', 'TO'), ('be', 'VB'), ('fair', 'JJ'), ('the', 'DT'), ('dish', 'NN'), ('were', 'VBD'), ('a', 'DT'), ('little', 'JJ'), ('too', 'RB'), ('salty', 'NN'), ('for', 'IN'), ('my', 'PRP$'), ('taste', 'NN')]]",0.6833333333333333
Springleaf Prata Place - SAFRA Jurong,5,Delicious,1.0,Delicious,[],1.0
TANOKE,5,We took the Set Dinner which was offered during the Diningcity promotion ($78).   Food was very delicious and service was good!  Highly recommended!,1.0,We took the Set Dinner which wa during the promotion 78 Food wa very delicious and service wa good Highly,"[[('We', 'PRP'), ('took', 'VBD'), ('the', 'DT'), ('Set', 'NNP'), ('Dinner', 'NNP'), ('which', 'WDT'), ('wa', 'VBP'), ('during', 'IN'), ('the', 'DT'), ('promotion', 'NN'), ('78', 'CD'), ('Food', 'NNP'), ('wa', 'JJ'), ('very', 'RB'), ('delicious', 'JJ'), ('and', 'CC'), ('service', 'NN'), ('wa', 'RB'), ('good', 'JJ'), ('Highly', 'NNP')]]",0.7133333333333334
Muslim Delights Malay Food and Noodles,4,Food was. Love the varieties menu. Would surely come again. Normally crowded during lunches.  Parking may be a but limited unless U park 3 min away. But no regrets abt the food.,1.0,Food wa Love the variety menu Would surely come again Normally crowded during lunch Parking may be a but limited unless U park 3 min away But no regret the food,"[[('Food', 'NNP'), ('wa', 'NN'), ('Love', 'NNP'), ('the', 'DT'), ('variety', 'NN'), ('menu', 'NN'), ('Would', 'NNP'), ('surely', 'RB'), ('come', 'VBP'), ('again', 'RB'), ('Normally', 'RB'), ('crowded', 'VBN'), ('during', 'IN'), ('lunch', 'NN'), ('Parking', 'NNP'), ('may', 'MD'), ('be', 'VB'), ('a', 'DT'), ('but', 'CC'), ('limited', 'JJ'), ('unless', 'IN'), ('U', 'NNP'), ('park', 'NN'), ('3', 'CD'), ('min', 'NN'), ('away', 'RB'), ('But', 'CC'), ('no', 'DT'), ('regret', 'NN'), ('the', 'DT'), ('food', 'NN')]]",0.5704365079365079
Ministry of Rojak,3,"Limited seats space,  overall their foods are fairly nice, their rojak gravy is the best taste except they shld reduce the colouring",1.0,Limited seat space overall their food are fairly nice their gravy is the best taste except they reduce the,"[[('Limited', 'JJ'), ('seat', 'NN'), ('space', 'NN'), ('overall', 'VBP'), ('their', 'PRP$'), ('food', 'NN'), ('are', 'VBP'), ('fairly', 'RB'), ('nice', 'JJ'), ('their', 'PRP$'), ('gravy', 'NN'), ('is', 'VBZ'), ('the', 'DT'), ('best', 'JJS'), ('taste', 'NN'), ('except', 'IN'), ('they', 'PRP'), ('reduce', 'VB'), ('the', 'DT')]]",0.3607142857142857
AL Zouq Foods & Caterer,3,"This is only the second time I've been here but the last time was at least 6 months ago. In that time, the service has become a bit lackluster and food preparation time has taken a lot longer. The food quality is still as good if not better.  Now with the market being closed for renovation, this is one of the limited options you have for Indian food.",1.0,This is only the second time been here but the last time wa at least 6 month ago In that time the service ha become a bit lackluster and food preparation time ha taken a lot longer The food quality is still a good if not better Now with the market being closed for renovation this is one of the limited option you have for food,"[[('This', 'DT'), ('is', 'VBZ'), ('only', 'RB'), ('the', 'DT'), ('second', 'JJ'), ('time', 'NN'), ('been', 'VBN'), ('here', 'RB'), ('but', 'CC'), ('the', 'DT'), ('last', 'JJ'), ('time', 'NN'), ('wa', 'NN'), ('at', 'IN'), ('least', 'JJS'), ('6', 'CD'), ('month', 'NN'), ('ago', 'RB'), ('In', 'IN'), ('that', 'DT'), ('time', 'NN'), ('the', 'DT'), ('service', 'NN'), ('ha', 'VBZ'), ('become', 'VB'), ('a', 'DT'), ('bit', 'NN'), ('lackluster', 'JJ'), ('and', 'CC'), ('food', 'NN'), ('preparation', 'NN'), ('time', 'NN'), ('ha', 'NN'), ('taken', 'VBN'), ('a', 'DT'), ('lot', 'NN'), ('longer', 'JJR'), ('The', 'DT'), ('food', 'NN'), ('quality', 'NN'), ('is', 'VBZ'), ('still', 'RB'), ('a', 'DT'), ('good', 'JJ'), ('if', 'IN'), ('not', 'RB'), ('better', 'RB'), ('Now', 'RB'), ('with', 'IN'), ('the', 'DT'), ('market', 'NN'), ('being', 'VBG'), ('closed', 'VBN'), ('for', 'IN'), ('renovation', 'NN'), ('this', 'DT'), ('is', 'VBZ'), ('one', 'CD'), ('of', 'IN'), ('the', 'DT'), ('limited', 'JJ'), ('option', 'NN'), ('you', 'PRP'), ('have', 'VBP'), ('for', 'IN'), ('food', 'NN')]]",0.3511904761904762
A-Roy Thai Restaurant,3,"Went there for family celebration. Food is ok, cooked decently for most dishes. Cuisine isn't much to my liking for some.

Seating is a bit congested so if you have a large group (>8 pax), expect to split up.

Mostly longish tables too so sharing food can be a bit messy or troublesome.",1.0,Went there for family celebration Food is decently for most dish Cuisine much to my liking for some Seating is a bit congested so if you have a large group 8 pax expect to split up Mostly longish table too so food can be a bit messy or troublesome,"[[('Went', 'NN'), ('there', 'RB'), ('for', 'IN'), ('family', 'NN'), ('celebration', 'NN'), ('Food', 'NNP'), ('is', 'VBZ'), ('decently', 'RB'), ('for', 'IN'), ('most', 'JJS'), ('dish', 'JJ'), ('Cuisine', 'NNP'), ('much', 'RB'), ('to', 'TO'), ('my', 'PRP$'), ('liking', 'NN'), ('for', 'IN'), ('some', 'DT'), ('Seating', 'NNP'), ('is', 'VBZ'), ('a', 'DT'), ('bit', 'NN'), ('congested', 'VBN'), ('so', 'RB'), ('if', 'IN'), ('you', 'PRP'), ('have', 'VBP'), ('a', 'DT'), ('large', 'JJ'), ('group', 'NN'), ('8', 'CD'), ('pax', 'NN'), ('expect', 'VBP'), ('to', 'TO'), ('split', 'VB'), ('up', 'RP'), ('Mostly', 'RB'), ('longish', 'JJ'), ('table', 'NN'), ('too', 'RB'), ('so', 'RB'), ('food', 'NN'), ('can', 'MD'), ('be', 'VB'), ('a', 'DT'), ('bit', 'NN'), ('messy', 'JJ'), ('or', 'CC'), ('troublesome', 'JJ')]]",0.44920634920634916
Selera Rasa Nasi Lemak,5,"Their Nasi lemak never disappoints. Always seen with long queues, that’s how you’ll know it’s good!!",1.0,Their Nasi never Always seen with long queue that  ’ s how you  ’ know it  ’ s good,"[[('Their', 'PRP$'), ('Nasi', 'NNP'), ('never', 'RB'), ('Always', 'VBZ'), ('seen', 'VBN'), ('with', 'IN'), ('long', 'JJ'), ('queue', 'NN'), ('that', 'IN'), ('’', 'NNP'), ('s', 'VB'), ('how', 'WRB'), ('you', 'PRP'), ('’', 'VBP'), ('know', 'VB'), ('it', 'PRP'), ('’', 'JJ'), ('s', 'RB'), ('good', 'JJ')]]",0.5
Seri Muslim Food,5,Good food that comes with long queue. Finally found a good dry mee siam. 👍👍👍,1.0,Good food that come with long queue Finally found a good dry  thumbsup thumbsup thumbsup,"[[('Good', 'JJ'), ('food', 'NN'), ('that', 'IN'), ('come', 'NN'), ('with', 'IN'), ('long', 'JJ'), ('queue', 'NN'), ('Finally', 'NNP'), ('found', 'VBD'), ('a', 'DT'), ('good', 'JJ'), ('dry', 'JJ'), ('thumbsup', 'NN'), ('thumbsup', 'NN'), ('thumbsup', 'NN')]]",0.64
Jack's Place,5,"Missed out my order, so I cancelled it and ordered fries instead so that they can prepare fast. No hard feelings. Then suddenly the manager Rick came to apologise to me for forgetting my order, which I wasn’t even bothered, and gave us a box of cakes! Lol so nice of him. Food is good, environment is clean. Good service",1.0,out my order so I it and ordered fry instead so that they can prepare fast No hard feeling Then suddenly the manager Rick came to to me for forgetting my order which I  ’ t even and gave u a box of cake so nice of him Food is good environment is clean Good service,"[[('out', 'IN'), ('my', 'PRP$'), ('order', 'NN'), ('so', 'IN'), ('I', 'PRP'), ('it', 'PRP'), ('and', 'CC'), ('ordered', 'VBD'), ('fry', 'NNS'), ('instead', 'RB'), ('so', 'IN'), ('that', 'IN'), ('they', 'PRP'), ('can', 'MD'), ('prepare', 'VB'), ('fast', 'RB'), ('No', 'NNP'), ('hard', 'RB'), ('feeling', 'VBG'), ('Then', 'RB'), ('suddenly', 'RB'), ('the', 'DT'), ('manager', 'NN'), ('Rick', 'NNP'), ('came', 'VBD'), ('to', 'TO'), ('to', 'TO'), ('me', 'PRP'), ('for', 'IN'), ('forgetting', 'VBG'), ('my', 'PRP$'), ('order', 'NN'), ('which', 'WDT'), ('I', 'PRP'), ('’', 'VBP'), ('t', 'JJ'), ('even', 'RB'), ('and', 'CC'), ('gave', 'VBD'), ('u', 'RP'), ('a', 'DT'), ('box', 'NN'), ('of', 'IN'), ('cake', 'NN'), ('so', 'IN'), ('nice', 'JJ'), ('of', 'IN'), ('him', 'PRP'), ('Food', 'NNP'), ('is', 'VBZ'), ('good', 'JJ'), ('environment', 'NN'), ('is', 'VBZ'), ('clean', 'JJ'), ('Good', 'NNP'), ('service', 'NN')]]",0.6488095238095238
Malaysia Boleh,4,Clay pot chicken rice is good. Carrot cake was very tasty! Youtiao rojak was a little disappointing. But overall experience was still ok 👌🏻 will visit to try the other food again.,1.0,Clay pot chicken rice is good Carrot cake wa very tasty wa a little disappointing But overall experience wa still  ok hand emoji modifier fitzpatrick type  1  2 will visit to try the other food again,"[[('Clay', 'NNP'), ('pot', 'NN'), ('chicken', 'NN'), ('rice', 'NN'), ('is', 'VBZ'), ('good', 'JJ'), ('Carrot', 'NNP'), ('cake', 'NN'), ('wa', 'NN'), ('very', 'RB'), ('tasty', 'JJ'), ('wa', 'NN'), ('a', 'DT'), ('little', 'JJ'), ('disappointing', 'JJ'), ('But', 'CC'), ('overall', 'JJ'), ('experience', 'NN'), ('wa', 'NN'), ('still', 'RB'), ('ok', 'JJ'), ('hand', 'NN'), ('emoji', 'NN'), ('modifier', 'NN'), ('fitzpatrick', 'JJ'), ('type', 'NN'), ('1', 'CD'), ('2', 'CD'), ('will', 'MD'), ('visit', 'VB'), ('to', 'TO'), ('try', 'VB'), ('the', 'DT'), ('other', 'JJ'), ('food', 'NN'), ('again', 'RB')]]",0.490625
